Month,tmax,tmin,af,rain,sun
11,11.1,6.6,0,203.8,44.5
12,6.9,2.4,5,124.8,67.7
1,5.1,0.9,11,55.4,86.1
2,5.9,1.4,6,38.1,100.8
3,8.5,3,4,64.8,147.3
4,11.6,5.3,0,30.4,215.5
5,13.2,7.6,0,58.6,239.8
6,17.6,10.6,0,23.2,259.3
7,18.1,13,0,122.2,115.4
8,16.9,12.2,0,34.2,153.5
9,16.6,11.5,0,62.3,143.2
10,13.7,8.2,0,93.8,139.7
11,8.8,4,5,108,78.6
12,4.5,-0.1,17,22.8,79.1
1,6.5,2.1,9,91.6,80.5
2,9.2,4.7,1,52.2,68.4
3,9.6,3.5,5,24.2,193.8
4,14.6,8,0,19.2,223.4
5,15,8.8,0,44.4,194.4
6,15.8,9.9,0,51.2,234.1
7,17.3,11.5,0,50,206.3
8,17.5,11.8,0,64,141.6
9,17,12,0,62.2,126.5
10,14.8,10.5,0,85.2,72.9
11,12.6,8.1,0,66,73.4
12,9.3,5.5,0,126.4,25
1,8.4,4.9,0,64.6,59.6
2,7.5,2.8,10,38.2,68
3,11.6,5.9,0,23.8,166.1
4,9.8,4.6,1,93,113.2
5,14.3,8.2,0,57.4,213.8
6,15.7,10.6,0,148,143.9
7,16.6,11.7,0,76.2,139.4
8,18.4,13.4,0,100.2,141.1
9,15.3,10.2,0,86.8,137.9
10,12.7,8.2,0,135.6,98.6
11,9.6,4.9,1,160.4,60.4
12,8.4,4.2,4,168.6,53.4
1,6.8,3.1,10,74.1,47.4
2,6.7,2,4,60.4,90.5
3,6.6,1,13,40,127.3
4,10.3,4.3,5,33.4,184.2
5,12.2,6.4,0,60.8,196.9
6,15.9,9.9,0,45,217.9
7,20.7,13.6,0,36,291.5
8,18.6,13.2,0,73.4,152.7
9,16.8,11.6,0,61.8,96.7
10,14.8,10.9,0,137.4,71.3
11,10,5.7,0,89.8,54.5
12,9.6,4.8,0,161.4,40
1,8.4,4,0,195.4,28.8
2,8.3,3.8,0,171.6,73.8
3,10.5,4.4,0,48.8,131
4,12.7,6.9,0,55.8,160.1
5,14.3,8.9,0,63.4,144.1
6,17.1,11.1,0,54.8,253.3
7,19.3,13.4,0,20.2,205.8
8,17.5,12.2,0,106.8,169.2
9,18.3,11.9,0,12.6,174.2
10,14.7,10.1,0,110.6,76.8
11,11.2,6.4,0,122.8,80.6
12,8.9,4.9,1,83.2,46.1
1,7.7,3.5,2,97.6,45.3
2,6.9,2.5,5,59,69.5
3,8.8,3.8,0,54,137.8
4,12.8,5.4,0,26.2,221.5
5,12.9,7.7,0,82.4,163.6
6,16.7,10.2,0,39,226.7
7,17.8,12.1,0,97,168.2
8,17.6,11.7,0,77.8,158.7
9,16,10.2,0,51.8,153.9
10,13.9,8.8,0,75,99.2
11,12.6,7.7,0,148,32.7
12,11.8,7.7,0,210.4,21.1
1,8.9,4.5,0,146,25.5
2,7.8,3.5,2,85.6,64.4
3,8.7,3.5,0,64.4,129.5
4,10.2,4.9,0,52.2,143.9
5,15.2,8.8,0,56.4,190.9
6,17,11.7,0,75.8,149.9
7,18.3,12.9,0,50.4,140.4
8,18.9,13.2,0,41.4,150.4
9,17.9,12.2,0,98.8,103.4
10,14.1,8.6,0,40.2,135.4
11,9.4,5.4,1,76.6,73.7
12,10,5.4,1,54.2,46.5
1,7.9,3.9,2,55.2,60.5
2,8.8,4.6,1,75.4,51.5
3,11.1,5.5,0,110.8,96.2
4,11.5,6.6,0,16.6,158.6
5,16.2,9.4,0,32.4,224.3
6,17.8,11.8,0,105.4,171.6
7,18.3,12.6,0,85.6,165.2
8,17.6,12,0,99,142.7
9,15.9,11,0,145,90.2
10,14.6,10.5,0,29.8,57.8
11,10.7,6.6,0,130.2,38.8
12,8.6,4.9,1,123,32.4
1,8.4,3.8,0,117.2,53.5
2,6.3,1.3,10,48.6,91.3
3,7.7,2.3,6,97,100.6
4,12.1,6.4,0,70.6,152.2
5,15.3,8.1,0,33.4,219.4
6,19.1,12.4,0,10.2,270.2
7,20.3,13.4,0,58.6,244.8
8,18.5,12.6,0,63.8,128.5
9,16,10.8,0,94,132.5
10,13.5,8.5,0,131.6,107.7
11,10.9,6.3,0,154,81.8
12,9.9,6.3,0,125.2,11.3
1,7.3,3.8,3,53.8,31.9
2,11,5,1,52.8,110.5
3,10.1,5.1,0,83,121.4
4,13.3,6.4,0,74.4,145.8
5,14.2,7.9,0,15,224.1
6,16.3,10.6,0,138.2,165.6
7,19.2,13.2,0,21.6,208.9
8,19.4,13.4,0,69.4,192.4
9,17.2,11.8,0,103,159.7
10,13.1,8.4,0,138.2,78
11,9.3,5.5,0,155.2,45.4
12,9.1,4.6,1,126.6,41.8
1,8.9,4.7,0,102.8,45.4
2,9,4.4,0,150.8,64.6
3,9.9,4,0,50.4,168.2
4,14.8,7,0,23.8,225.9
5,16.8,8.6,0,7.4,306
6,17,11.2,0,111.8,145.9
7,17.2,12.2,0,89,163.2
8,18.6,13.5,0,163,119.9
9,17.2,11.1,0,69.4,132.7
10,12.8,8.4,0,134,49
11,11.7,6.8,0,70.8,55.6
12,8.6,4.6,0,190.4,25.3
1,6.9,2.8,7,138,38
2,7.9,2.9,6,119.4,60.6
3,9.8,4.6,3,38.8,94.7
4,10.9,3.9,0,10.6,255.4
5,12.7,7,0,142.6,157.4
6,17.4,11,0,18,139.5
7,19.2,13.7,0,32.8,177.9
8,17.8,12.5,0,43.8,128.2
9,18.3,12.9,0,105.8,101.5
10,14.5,10.3,0,163.6,56.1
11,10.9,7,1,48.8,35.9
12,10,5.7,0,99.2,33.1
1,8.6,4.1,1,32.2,56.3
2,9.8,5,0,99.6,60.3
1,5.5,0.5,13,33.2,27.4
2,5.7,1.7,10,57.8,37.1
3,12.6,0.9,14,32.5,170.4
4,10.9,2.4,3,23.6,144.4
5,15.4,5.8,0,71.5,192.5
6,17.2,7.9,0,47.9,183.8
7,19.3,10.4,0,65.5,130
8,17.5,10.6,0,141.8,84.8
9,17.9,9.9,0,38.1,134.6
10,12.2,5.5,2,140.9,115.9
11,9.6,3.2,5,90.6,49.8
12,7.8,2.1,4,153.9,56
1,7.3,1.3,8,104.5,44
2,4.8,-1.1,18,22.5,71.9
3,8.7,1.6,10,56.6,83.8
4,11.8,4,2,40.2,153.1
5,15.1,6.3,0,41.4,154.8
6,19.1,8.9,0,39.7,237.6
7,18.1,11,0,85.2,95.2
8,17.5,10.6,0,150.7,106.6
9,16.4,8.9,0,76.8,118.7
10,12.6,6.7,0,138.1,70.9
11,9.1,2.5,7,80.4,65.3
12,7.5,2.6,4,66.9,30.2
1,6.4,1,11,71,58.6
2,7.6,1.1,7,69,53.3
3,8.1,1.5,8,35.5,116.8
4,11.6,3.8,1,87.8,116
5,14.6,6.6,0,94.2,156.4
6,17.2,9.8,0,131.2,123.3
7,17.8,11.3,0,148.5,81.1
8,17.8,9.8,0,52.8,158.9
9,15.4,7.9,0,51.5,93.2
10,12.8,4.9,5,53.6,108.3
11,10.2,4.3,2,120.4,62.3
12,8.8,4.7,2,64.9,19.1
1,9.8,4.2,3,78,37.6
2,7.7,1,11,3.3,73.7
3,9.6,1.3,10,47.6,115.8
4,10.8,2,4,63.4,155.5
5,14.2,6.2,0,70.4,152.8
6,19.6,9.1,0,21.9,198.1
7,18.9,11.5,0,134.7,113.1
8,18.8,11,0,66.2,104.7
9,15.5,7.8,1,80.1,105.6
10,12,4.7,1,72.8,107.2
11,9.4,3.7,3,53.1,72.8
12,8.4,3.4,3,125.9,46.6
1,6.1,0.4,13,56.2,73
2,7.4,1.2,12,73.4,57
3,11,3.5,1,51.8,124.3
4,13.2,5.2,3,22.2,121.3
5,15.4,6.8,0,65.7,122.4
6,19,10.1,0,55.9,167.3
7,20.8,12.5,0,70.1,158.4
8,20.2,11.5,0,39.7,148.8
9,18.5,9.4,0,4.2,152.2
10,13.2,6.7,0,52.1,65.5
11,8.6,2.6,4,24.4,67.3
12,6.5,1.7,10,42.3,31.9
1,8.5,2.9,3,74.5,49.6
2,8.4,2.4,6,7,64.8
3,8.6,1.2,8,46,114.2
4,10.6,2.7,4,66.9,113.3
5,14.9,6.5,0,74.9,164
6,19.2,9.8,0,36.9,192.5
7,22.2,12.2,0,64.6,207.8
8,17.6,10.1,0,141,114
9,16.6,9.1,0,119.3,129.6
10,12.3,6.3,1,117.5,70.2
11,8.8,3.5,6,18.2,41.2
12,10,6,0,120.5,28.7
1,7.8,3.1,4,37.4,33.2
2,8.8,2.5,7,85.4,76.6
3,10.2,3.5,2,33.2,92.7
4,12.1,3.8,0,56.2,162.1
5,15.8,5.3,1,22.2,251.6
6,17.6,9.7,0,104.6,151.2
7,20.2,10.4,0,30.5,193.2
8,19.5,10.7,0,73.7,135.2
9,16,8.6,0,98.6,110.1
10,12.6,5.8,1,88.6,81
11,8.6,2.7,4,99.3,81.3
12,5.4,0.4,12,60.6,49.2
1,5.3,0.5,15,85.2,33.7
2,6.6,0.8,10,46.4,74.4
3,10.1,4,3,43.4,72.9
4,11,1.9,12,15.6,169.6
5,15.5,6.3,0,41,174.4
6,18.6,9.2,0,111,189
7,18.1,11.1,0,152.6,99
8,19.9,11.5,0,46.3,152.7
9,17.1,9.8,0,111.5,106.9
10,13.4,5.9,2,73,92.1
11,8.1,2,8,90.4,49.1
12,8.3,2.8,2,81.3,39.2
1,7.9,2.5,5,116.8,45.1
2,7.9,1.8,5,86.2,69.1
3,7,-0.1,17,58.2,107
4,12.5,5.8,0,57.5,49.1
5,16.6,7.1,0,27.6,197.7
6,17.5,9.2,0,54.4,111.8
7,19,10.9,0,83.1,93.2
8,20.3,11.4,0,74.8,139
9,16.4,8.5,0,60,106.6
10,12.4,5,3,68.8,71.7
11,9.3,3.7,4,32.7,49.5
12,5.7,0.6,11,56.6,35.2
1,8.3,2.5,3,98.2,25.9
2,8.5,2.5,4,31,58.8
3,12.7,6.2,1,25.6,87.6
4,13.6,2.4,5,2.3,195.9
5,14.3,5.8,1,97.8,140.6
6,17.1,8.9,0,91.5,129.3
7,17.9,10.4,0,121.8,96.4
8,19.2,10.2,0,65.6,144.2
9,17.2,9.8,0,55.5,91.1
10,13.3,6.8,0,139.3,88.3
11,11,6.1,0,103.2,54.9
12,7.2,1.2,9,84.8,43.1
1,6,0.4,14,76.7,58.3
2,9.2,3.7,1,51.9,41
3,10.1,3,2,77.4,99.2
4,12.6,4.1,3,61,148.5
5,16.1,6.5,0,30.6,170.1
6,19.3,8.2,0,49.7,233
7,18.5,10.8,0,113.2,95.8
8,19.8,10.9,0,41.3,146.5
9,16.9,9,0,45.8,86.1
10,12.3,4.4,6,92.6,116.3
11,11.1,5.3,0,125.9,51.5
12,6.2,1.4,9,60.4,30
1,4.3,-1.2,17,77.4,56.4
2,7.3,2.2,5,71.7,38.8
3,10.3,2.7,7,99,94.3
4,12.7,5.1,2,75.2,108.1
5,16.6,7,0,23.8,168.3
6,21.4,10,0,40.8,256
7,18.1,9.6,0,134.7,121.7
8,19.7,10.7,0,13.8,115.6
9,16.4,7.7,0,66.5,108
10,12.4,6.6,1,109,59.1
11,9.9,3.4,3,71.9,71.5
12,7.1,1.2,8,91.6,26.3
1,3.4,-1.5,17,41.8,42.8
2,7.3,-0.2,15,75.1,89.9
3,9.3,4.1,0,89.4,112.6
4,9.7,4.1,2,42.1,113.5
5,14.6,4.6,2,60.7,166.9
6,18.8,9.6,0,15.7,139.3
7,19.2,11.2,0,73.6,105.6
8,18.5,10,0,101.7,141.1
9,19,10.8,0,26,107.4
10,14.4,6.8,2,91.3,97.3
11,9.9,3.6,2,94.7,61.5
12,8.8,3.8,3,39.3,29.1
1,6.8,1.4,9,123.7,59.8
2,6,-0.2,13,30.2,65.6
3,9.7,2.8,7,75,80.2
4,13.3,4.5,0,57.6,203.5
5,15.5,6.1,0,81,212
6,18.9,9,0,4.6,174
7,18.9,10.5,0,113.4,141
8,18.6,11.4,0,108,83.8
9,16,9.2,1,105.8,114.2
10,12.6,6,1,56.4,80.5
11,9.3,2,7,13.4,68.5
12,9.9,4.4,2,98,28.4
1,8.1,3.2,4,99.4,62.8
2,10,3.9,0,46.4,78.8
3,10.6,3.8,1,29.7,114.7
4,14,6.1,0,35.3,119.7
5,15.7,5.8,1,85.6,217.3
6,18.6,9.4,0,76.5,188
7,20.4,10.7,0,66.2,196.5
8,18,10.7,0,100.9,109.7
9,16,8.7,0,52,97.2
10,13.9,7.2,0,70.5,92.9
11,9.7,3.4,4,57.3,54.4
12,7.4,2.6,3,56.3,22.9
1,9.2,4.3,1,54.7,30.9
2,8.1,1.2,6,24,83.8
3,10.8,1.6,10,20.3,114.3
4,14.6,6.1,1,50.4,123.6
5,15.8,6.6,0,41.6,148.4
6,17.2,8.5,0,99,99.7
7,19.1,12.1,0,66.3,84.5
8,20.3,11.2,0,102,151
9,15.9,7.9,0,105.4,111.7
10,12.3,5.5,0,111,84.8
11,9.1,3,5,120.2,46.3
12,7.4,2.1,3,103.6,28.6
1,4.2,-1.9,18,52.3,42.9
2,10.7,4.6,2,67.9,58.8
3,12.3,5.5,1,33.3,88.2
4,14.3,5.5,1,39.5,166.8
5,16,6.5,2,89.2,145
6,17.7,9.7,0,106.2,134.4
7,19.7,11.6,0,88.6,120.8
8,20.3,10.9,0,42.2,143.6
9,18,10.1,0,63.3,96.4
10,14.8,7.8,0,84.9,78.9
11,10.6,4.7,4,12,42
9,19,9.8,0,8.1,106.6
10,14,7.5,0,123.6,75.9
11,9,2.9,6,77.5,55.2
12,10,2.9,5,30.5,51
1,6.2,0.9,8,56.3,40.9
2,2.1,-2.1,23,26.6,46.1
3,6.7,0,12,114.7,78.1
4,12.2,4,3,91.4,121.6
5,16,7.7,0,76.5,181.9
6,18.1,10.1,0,95,143.9
9,17.5,9.3,0,68.2,101.5
10,14.6,7.7,0,49.2,92.4
11,10.3,3.9,8,101.6,79.7
12,7.1,3.2,5,80.8,21.2
1,6.6,1.3,8,170.8,40.1
2,7.9,2.2,6,46.2,56
3,13.2,4.3,1,66,122.6
4,13.7,4.5,1,63.5,172
5,16.3,5,2,58.2,222.3
6,16.8,8.8,0,110.1,126.4
7,19.1,10.5,0,62,149.5
8,18.2,10.6,0,89,107.7
9,16.5,9.4,0,66.6,97.6
10,13.6,6.4,2,56.8,87.5
11,11.5,5,4,67.2,75.8
12,8.4,2.8,4,114.9,47.9
1,9.3,3.1,5,61.2,43.8
2,9.5,3.1,2,63.9,83.6
3,10.5,2.6,6,53.5,122.1
4,13.7,5.5,1,55.5,139.7
5,15.7,5.6,0,48.2,208.5
6,20.5,9.2,0,24.9,252.9
7,20,11.8,0,69.3,121.9
8,19.4,11.8,0,77,113.4
9,18.8,10.4,0,62.7,153.1
10,14.3,7.9,1,122.9,73.8
11,9.9,3.6,3,61.5,70.1
12,8.5,2.6,3,116.4,30.4
1,8.4,3.3,5,43.3,41.4
2,8.1,1.5,7,73.3,63
3,11.9,3.9,2,27.5,125.6
4,11.3,3.3,3,103.2,130.4
1,6,0.6,10,56,48.3
5,16.1,6.6,0,21.6,199
6,19.7,10.2,0,71.9,180.1
7,18.8,11.1,0,120.8,146.2
8,18.2,10.7,0,134.7,136.9
9,15.5,8.3,0,139.2,106.5
10,12.6,6.4,1,91.6,86.2
11,8.2,1.3,7,67,74.8
12,4.1,-0.8,16,67.8,34.8
1,6.6,1.5,9,67.2,55.3
2,6.5,-0.2,12,76.8,78.8
3,7.9,1.1,8,70.7,90.3
4,10.2,3.4,1,43.8,161.8
5,13.8,4.9,0,38.1,196.7
6,18.1,8.4,0,53.6,207.3
7,18.8,11.6,0,85.1,112
8,17.7,10.6,0,111.4,132.8
9,16.7,10,0,50.8,93.7
10,13.8,7.1,0,21.2,92
11,10.4,4.7,2,139.2,45.4
12,8.4,2.5,7,105.6,35.3
1,5.5,-0.6,18,116.5,50.8
2,7.5,1,15,25.6,57.3
3,10.2,3.6,5,33.9,113.5
4,13.5,5.1,1,38.7,145.3
5,16.7,7.6,0,25.7,171.5
6,17.2,9,0,56.4,145.1
7,19.7,11.7,0,40.7,105.8
8,18.6,10.7,0,42.1,108.4
9,14.4,6.1,0,27,105.6
10,12.6,5.5,2,44.4,121.3
11,7.7,1.5,10,46.1,52.7
1,7.5,2.2,8,19.7,41.8
2,8.9,2.8,8,34.2,51.1
3,10.6,0.9,12,7,111.5
4,11.4,1.9,3,30.4,154.7
5,17.3,8.1,0,32.6,204.9
6,18.1,9.2,0,34.3,158.5
7,18.5,10.7,0,60,134.9
8,18.9,10.8,0,33.8,130.1
9,17.4,10.5,0,36.2,92.3
10,13.5,6.7,0,33.4,83.7
11,10.7,5.3,0,38.7,53.1
12,9.7,4.5,3,50.9,31.8
1,7.1,1.9,10,46.4,39.1
2,6.9,1.5,6,54.2,41.4
3,9.4,3,6,33.1,100.6
4,12.8,3,3,14,170.7
5,15.1,6.4,1,50.9,161.7
6,16.5,8.8,0,32.4,114.2
7,17,10,0,49.3,85.6
8,17.5,9.7,0,37.9,116.5
9,15.3,7.8,0,65.4,135.2
10,14.2,7.5,1,60.2,60.5
11,9.5,3,3,46.8,51.9
12,9.2,4.5,1,48.8,23.9
1,5.7,0.4,12,55.6,53.3
2,5.1,-1.5,16,27.7,70.6
3,8.8,-0.3,18,18.3,140.4
4,14.6,4.7,1,70.3,173.8
5,13.8,5.5,0,73.5,203.7
6,16.4,9.1,0,107.5,103.3
7,22.2,11,0,50.3,217.8
8,21.7,12.5,0,27.4,132.9
9,18,9.9,0,83.5,144.6
10,13,5.1,2,37.7,101.7
11,10.3,5.4,2,51.4,40.4
12,8.8,3,4,102.9,30.1
1,6.6,0.9,13,50.1,46.2
2,5.7,-0.9,19,26.7,73.1
3,10.4,3.8,2,67.1,114.6
4,12.6,3,6,27.6,152.1
5,16.1,7,1,33.1,170.1
6,17.4,8.2,0,62.7,179.7
7,18.8,11.1,0,95.5,133.8
8,16.9,9.1,0,150,129.3
9,16.2,10,0,84.5,74.1
10,13.1,6.2,1,49.4,96.6
11,9.9,4.6,1,58,40.6
12,8.8,4.2,3,138.1,23.7
1,8.5,1.8,9,114.4,57.9
2,8.6,1.8,7,51.4,85
3,12.2,6.5,1,62.3,62.7
4,13.2,4.2,0,29.8,173.5
5,15.2,5.8,1,61.8,187.9
6,19.9,8.3,0,35.6,244.1
7,18.3,11.6,0,93.8,65
8,18.1,11,0,141.4,111.4
9,15.2,8.3,0,98.3,88.9
10,13.2,6.9,0,88.6,62.8
11,9.4,3.8,5,25.2,55.7
12,8.2,2.7,3,109.3,48.9
1,7,1.5,9,86.4,57.2
2,8.3,2.1,8,99.3,59.8
3,7.4,0.9,13,35.1,100.9
4,11.9,3.9,4,30.6,133.3
5,14.6,5.3,0,67.2,193.6
6,17,9.3,0,137.5,121.5
7,19.2,11.3,0,138.2,144.4
8,18.3,11.2,0,99.1,108.4
9,18,11,0,74.2,102.3
10,13.7,7.6,0,99.5,86.6
11,10.6,5.2,1,42.4,48.1
12,7.2,1.7,5,131.4,35.8
1,5.5,-1,19,55.9,82.7
2,9.2,2.2,8,25.9,56.9
3,11.4,4.3,0,59.5,119.3
4,13.2,4.4,0,73.8,157.2
5,17.9,6.7,1,33.6,229.1
6,19.5,9.5,0,50.5,223.4
7,20.4,11.7,0,84.2,143.1
8,20.4,11.8,0,26.1,141.7
9,19.2,8.7,0,40.4,140.5
10,15.8,8.8,0,99.8,104.1
11,10,3.5,2,81.9,73.3
12,8.5,2.5,2,116,41
1,7.6,1,15,79.4,42.8
2,7.4,0.1,17,78.1,105.4
3,9.4,4,0,51.6,66
4,14.1,4.9,0,64.1,159.7
5,17.7,7.9,0,85,196.2
6,19.7,10.2,0,72.6,225.3
7,18.4,10.6,0,98.5,143.9
8,18.4,10,0,97.9,144.8
9,16.5,8.5,0,83.8,119.7
10,13,6.7,0,129.3,62.2
11,9.9,3.6,3,84.6,60.4
12,5.9,-0.2,13,77.5,65
1,7.1,0.5,8,91.3,54.4
2,10.4,4.4,2,78.1,67.3
3,12.6,5.6,0,27.8,86
4,13.1,5.1,2,131.8,108.2
5,15.2,6.3,0,77,178.4
6,17.7,9.2,0,41.5,143.1
7,17.9,9.9,0,47.8,89.8
8,18.5,10.2,0,64.3,137.1
9,17.4,9.5,0,93.6,116.3
10,13.3,6.7,0,101.3,104.3
11,9.3,3.2,3,58.2,63.7
12,5.7,-0.4,19,63.6,34.2
1,7.8,1,7,77.1,52.2
2,8.4,2.2,5,36,63.9
3,7.9,-0.7,16,54.8,126.4
4,12.8,3.1,4,51.7,194.9
5,15.3,5.5,0,72.2,211.6
6,17.6,8,0,33.5,174.5
7,18,10.1,0,52.3,103.5
8,18,9.6,0,83.3,154.9
9,15.1,8.3,0,166,70.9
10,13.9,7,0,41.7,91.4
11,8.8,3.5,3,49.6,39.7
12,7.2,1.2,9,88.8,36.1
1,2.3,-2.8,27,39.1,59.7
2,4.3,-1.9,23,63,71.8
3,10.9,2.7,8,90.9,119.5
4,12.4,4.1,1,71.4,133.2
5,14.5,5.4,0,71,182
6,18.5,9.4,0,120.8,164
7,18.4,10,0,38.2,168
8,17.6,10.3,0,103,112.4
9,16.3,8.5,0,58.4,129.5
10,14.2,7.8,0,100.2,75.2
11,10,3.7,5,139.1,48.9
12,6.2,1,11,19.4,51.3
1,7.9,2.9,1,48.6,27.3
2,7.9,2.4,9,31.3,64.2
3,8.5,2.2,8,65.8,69.5
4,12.8,5,1,52.7,121.2
5,16.5,8.1,0,46.9,169.8
6,17,9.5,0,56,126.3
7,19.1,11.2,0,42,110.6
8,18.6,10.5,0,96.6,146.5
9,17.5,9.3,0,61.8,128.3
10,12.5,5.6,0,132.9,67.5
11,10.3,3.5,6,59.7,67.3
12,6.9,0.8,10,89.1,41.8
1,6,0.1,13,112.6,62.2
2,6.7,0.7,11,7.7,44.9
3,9.5,1.8,6,62.5,117.1
4,12.6,3.9,1,74.6,153.6
5,15.4,7.3,1,56,137.3
6,18.3,9.7,0,86.4,135.4
7,17.5,9.2,0,65.3,125.3
8,17.8,10.2,0,89.1,124.6
9,15.5,7.9,0,68.2,70.8
10,14.2,7.4,0,59,75.5
11,7.3,1.7,10,118.5,70.8
12,7.6,1.4,6,96.8,52.3
1,6.2,1.9,10,69.5,29.5
2,7.8,3.6,0,116.5,41.2
3,11.6,3.9,1,60.7,124.8
4,9.9,3.7,4,101.5,88.9
5,15.9,6.3,0,69.4,219.5
6,18.9,11.1,0,103.1,140.3
7,19,10.2,0,35.9,164.1
8,17.9,9.7,0,67.5,128.2
9,17.7,10.1,0,68.6,106.1
10,12.8,5.4,1,144.1,103.6
11,8,1.7,8,84.9,63
12,8.2,2.3,4,111.4,40.5
1,7.6,2.4,7,51.3,50.3
2,8.8,2.4,2,72.1,83.9
3,10.1,3.3,3,62.6,115.1
4,13.4,4.1,1,42,140.3
5,13.8,5.3,2,108.9,140.5
6,18.5,9,0,28.8,165.9
7,19.6,11.1,0,93.7,97.6
8,18.7,10.5,0,83.5,127.2
9,17,9.1,0,115.6,120.9
10,12.9,5.9,0,124.1,88
11,9.3,2,7,54.1,75
12,7.1,1.9,11,67.8,41.1
1,7.8,2.5,7,87.3,33.6
2,5.8,-1.4,22,34,92.6
3,10.4,2.3,3,57.2,100.7
4,12.4,3.4,9,56.8,151.7
5,14,4.8,3,52.8,156.8
6,19.5,9.1,0,66.3,215.5
7,19.1,9.9,0,23.9,127.6
8,20.4,10.1,0,53.8,177.9
9,17,9.1,0,87.2,108.3
10,15,9.3,0,94.4,59
11,9.5,4.1,4,94,46.9
12,6.7,1.3,14,69.1,32.7
1,7.1,2.2,8,110.5,29.4
2,4.2,-1.8,16,59.2,65.9
3,7.3,0.3,13,33.3,82.8
4,12.7,2.3,8,64.6,184.8
5,14.8,6.4,0,102.2,128.8
6,18.3,8.3,0,60.4,190
7,20.2,11.4,0,33.8,165.9
8,19.3,11.6,0,54.3,135.3
9,17,9.5,0,21.5,77.2
10,16.1,9.2,0,37.2,64.8
11,7.2,0.9,15,128.3,61.5
12,6.8,1.6,9,75.2,31.7
1,6.5,1,11,76.1,24.7
2,5.8,-0.3,16,103.7,81.3
3,8.6,1,13,57.2,105.8
4,11.2,2.7,9,67.1,126.7
5,16.9,8.4,0,37.9,109.2
6,20.5,11.1,0,56.7,184
7,18.3,10,0,94.8,90
8,20,10.5,0,102.2,132.9
9,17,9.4,0,76.4,79.6
10,13.3,7.4,0,80,59
11,9.4,3.9,3,98,62.7
12,7.1,1.9,8,33,50.3
1,7.5,2.4,6,47.8,54.2
2,8.4,2.6,5,54.3,55.2
3,9.8,1.9,7,28.8,76.2
4,12.1,3.9,2,82.9,116.6
5,15.6,6.3,0,49.9,162.6
6,16.3,7.7,0,99.6,125.8
7,20.6,11,0,54.4,166.4
8,18.2,10.8,0,108.3,100.1
9,18.9,8.9,0,31.9,141.1
10,14.7,8.2,2,37.7,87.6
11,9.7,3.4,8,81.4,49.5
12,9.1,4.2,6,17,26.4
1,6.4,0.6,10,109.6,38.2
2,7.5,1.1,7,54.6,69.8
3,10,1.6,9,82.4,110.3
4,13,3.8,2,58.2,129.7
5,14.2,5.8,0,85.1,130
6,15.6,6.6,0,63.5,139.8
7,19.7,10.2,0,56.4,147.1
8,17.8,9.3,0,37.6,96
9,16.4,6.4,0,9.8,121.9
10,13.5,6.6,0,42.5,84.8
11,8.3,2.3,10,82.6,58
12,8.8,2.6,9,69.8,48.3
1,7.6,2.8,6,93.8,24.5
2,7.1,1.5,11,63.1,64.6
3,10.3,2.1,8,27.6,94.3
4,11.5,3,5,52.8,123.8
5,15,6.3,0,59.8,133.5
6,19.1,9.7,0,26.1,157.9
7,19.2,11.3,0,72.3,108.6
8,19.7,10.8,0,78.7,124.9
9,17.1,9.1,0,52.1,106.4
10,12.1,5.5,4,57.3,79.1
11,8.9,2.9,8,75,44.5
12,7.8,2.1,6,67.8,41.5
1,8.7,3.4,3,117.1,36.7
2,7.9,2.4,6,60.2,59.6
3,9.2,2.1,5,31.8,92.7
4,13.8,3,2,38,198.1
5,14.1,6.5,0,86.7,130.4
6,17.1,8.2,0,49.8,154.4
7,17.5,10.3,0,97.8,116.7
8,18.7,10.2,0,57.6,155.7
9,14.5,7.4,1,99.3,104.1
10,10.7,4.3,1,43.7,81.6
11,8.2,2.2,5,71.6,78.2
12,9.6,4.4,2,90.1,30.5
1,8.5,3.4,4,110.3,50.5
2,8.1,2.1,6,19.9,74
3,8.7,1.4,10,41.5,121.2
4,12.9,4.5,5,38.9,139.1
5,15.5,4.7,1,15.4,239.3
6,19.7,8.4,0,15,213.1
7,20.8,11.8,0,34.3,126.8
8,21.6,12,0,47.6,148.1
9,15.8,8.4,0,143.5,111.4
10,13.4,7.6,2,60.4,79.3
11,9.4,3.3,4,41.1,56.3
12,7.9,3,6,18,25.9
1,7.7,3.4,6,79.1,32.7
2,7.6,2.1,8,40.3,44
3,8.7,2.4,5,55.6,67.9
4,13,4.4,2,17.4,149.1
5,14.8,6.6,0,102.1,110.4
6,20.2,11.1,0,53.2,174.4
7,20.5,12.4,0,53.2,122.3
8,22.4,10.3,0,13.8,237.6
9,15.9,8.6,0,85.2,86.7
10,11.9,5.7,0,135.6,74.7
11,8.2,2.8,6,30.7,71.5
12,3.9,-0.4,17,82.2,24.3
1,4.9,-0.2,17,89.4,50.3
2,6.7,1.4,6,116.3,40
3,9.9,3.8,2,64.6,77
4,11,3.5,5,50.5,137.8
5,15.2,4.6,2,20,226.2
6,17.5,7.5,0,54,170.3
7,20.4,11.6,0,21.8,174.8
8,19.2,9.7,0,97.9,173.7
9,15.8,8.7,0,47.2,93.2
10,14.2,8.7,0,66,79
11,7,1.2,10,91.5,58.1
12,8.2,3.8,3,69.4,20
1,5.7,0.8,11,77.4,64.7
2,5.9,0.4,12,47.2,61.7
